rainfall_mm,temperature_c,road_condition,traffic_level,slope_risk,historical_incidents,previous_landslides,flood_risk,bridge_condition,disruption_probability,is_disrupted
137.4,25.0,2,0,27.7,5,1,0,2,34.3,0
18.1,21.6,0,0,87.9,7,2,0,0,22.2,0
53.0,23.1,0,2,56.0,4,0,0,1,28.6,0
2.6,29.8,0,0,62.3,3,1,0,2,24.2,0
71.4,15.9,0,0,94.6,4,0,1,1,31.0,0
25.4,25.5,2,1,85.2,3,2,0,0,39.4,0
148.3,22.9,3,2,41.7,4,2,0,1,51.1,0
142.4,21.0,0,0,47.2,7,2,3,2,36.2,0
25.6,28.3,1,1,56.4,6,3,3,1,34.4,0
150.3,28.3,1,0,54.5,6,2,2,1,40.6,0
350.0,17.3,0,0,37.0,5,4,0,0,46.5,0
113.4,21.9,1,0,51.5,4,3,0,0,25.6,0
121.1,24.7,0,0,39.2,4,2,0,0,22.6,0
18.6,21.4,1,2,57.0,5,1,0,0,25.4,0
55.9,26.5,1,2,41.7,1,3,0,1,35.5,0
4.5,24.7,2,2,54.0,5,2,0,0,31.8,0
6.5,34.0,0,0,40.3,3,1,2,1,29.5,0
350.0,13.8,2,1,39.8,11,2,1,0,57.0,1
25.7,22.3,1,0,69.4,5,2,0,1,27.2,0
89.6,17.5,2,0,67.1,4,3,2,0,40.8,0
106.8,26.6,1,1,75.3,4,2,0,0,34.9,0
126.9,13.3,2,1,82.9,6,3,2,0,48.9,0
350.0,25.1,2,0,42.8,2,2,0,0,52.4,0
18.0,19.2,1,0,67.7,6,2,1,0,25.0,0
2.7,18.6,1,2,32.4,6,1,0,2,26.6,0
34.4,14.3,3,1,95.4,4,2,0,0,41.4,0
9.1,20.2,2,3,68.0,4,2,1,3,41.4,0
1.5,29.5,3,3,16.2,5,1,0,2,34.1,0
29.1,22.8,2,1,21.0,5,1,0,0,13.8,0
99.5,26.8,1,0,53.9,3,2,0,2,36.3,0
54.3,33.0,0,2,34.7,4,2,1,1,28.3,0
24.4,24.6,0,0,35.6,2,2,1,3,19.5,0
69.0,19.6,3,0,66.9,4,1,1,2,44.1,0
17.2,25.8,0,2,10.9,5,2,1,0,11.3,0
0.9,19.7,0,1,70.0,6,3,3,1,35.8,0
94.0,20.0,2,0,61.7,5,2,3,1,39.6,0
63.5,13.9,2,1,24.3,4,4,0,2,34.0,0
93.4,28.6,0,1,29.9,5,3,2,0,20.5,0
2.6,20.7,0,0,78.0,0,3,1,0,24.1,0
118.0,24.1,1,0,46.5,2,2,0,1,25.6,0
62.8,16.8,0,0,41.6,9,6,2,0,30.9,0
53.9,25.6,2,0,48.6,5,2,2,0,37.3,0
63.7,18.4,0,2,52.1,6,0,0,1,21.3,0
129.9,22.1,2,1,90.7,5,3,1,0,38.9,0
57.5,28.3,2,1,86.2,5,1,0,0,30.2,0
56.5,27.7,1,0,50.5,3,0,3,0,28.6,0
303.9,22.9,0,0,17.0,4,4,0,1,36.8,0
91.9,12.4,1,0,49.7,2,1,1,0,20.6,0
38.0,38.0,1,0,85.3,1,2,1,0,26.1,0
79.9,33.5,0,0,37.8,4,3,0,0,24.5,0
32.0,27.3,2,1,46.6,2,4,2,1,42.6,0
16.9,18.5,1,0,71.8,1,3,0,0,17.6,0
59.0,22.3,2,2,89.9,4,1,1,0,44.2,0
171.2,19.7,0,2,53.5,4,3,0,0,38.5,0
172.1,30.6,0,1,54.6,2,3,0,0,30.2,0
27.2,24.6,3,0,47.1,8,2,0,1,40.5,0
48.8,18.3,1,2,76.1,3,2,1,0,34.4,0
15.5,20.2,1,3,76.6,4,4,1,2,42.0,0
350.0,29.7,1,0,79.7,9,4,1,0,57.9,1
258.0,32.6,0,1,79.8,6,1,0,2,54.6,0
68.1,32.2,2,2,45.4,2,3,1,0,28.1,0
106.1,27.5,0,1,63.3,1,4,0,3,38.6,0
81.6,21.5,1,0,89.5,3,3,0,1,34.4,0
58.5,8.0,1,1,52.3,7,1,3,0,33.1,0
3.6,24.8,3,1,50.6,6,3,2,1,36.2,0
39.4,23.0,1,1,76.9,2,3,0,0,34.8,0
73.0,23.8,0,2,58.4,3,2,0,0,30.4,0
73.6,23.3,1,1,65.4,1,3,1,1,39.4,0
30.4,15.0,0,0,95.2,5,2,0,0,25.4,0
184.7,26.3,0,1,84.6,5,1,0,0,36.6,0
11.9,26.8,0,1,60.9,6,3,0,1,20.9,0
45.1,27.1,1,0,76.2,4,4,3,0,36.3,0
76.3,28.7,0,0,84.5,5,3,0,2,35.8,0
77.6,26.6,1,2,29.5,10,3,2,1,39.1,0
68.0,20.5,3,1,59.0,7,4,3,0,49.2,0
20.9,22.6,2,0,50.4,2,1,1,0,28.9,0
11.0,23.5,0,0,97.0,7,6,1,3,39.0,0
65.7,23.6,0,1,77.8,6,6,0,1,37.0,0
59.4,29.0,1,1,80.6,5,4,1,0,32.3,0
12.8,26.9,2,0,70.6,9,2,1,0,39.4,0
79.4,35.5,0,1,88.3,7,4,1,0,41.4,0
39.5,36.2,2,0,29.3,2,0,0,1,18.0,0
71.6,23.5,1,0,57.4,4,2,2,0,36.2,0
118.1,8.0,1,1,17.8,3,1,0,0,27.0,0
12.1,30.4,3,0,41.6,3,2,0,3,25.8,0
1.3,19.8,2,2,82.1,2,0,0,0,33.9,0
98.2,18.2,2,0,21.0,5,3,1,0,25.7,0
61.2,20.6,1,1,72.0,4,1,1,0,34.9,0
78.2,20.3,1,0,52.4,2,1,1,0,34.4,0
118.4,26.7,1,0,53.0,8,3,1,1,39.4,0
105.5,13.6,0,2,30.3,6,2,1,0,40.8,0
210.7,16.5,1,1,75.8,3,1,0,0,47.8,0
49.9,25.1,0,1,56.5,6,3,1,0,26.4,0
43.6,26.7,0,1,57.9,2,5,2,0,30.0,0
33.4,26.8,1,1,43.1,4,2,0,0,23.2,0
10.8,18.3,2,2,23.3,4,2,3,0,31.5,0
55.3,17.1,3,1,59.8,2,2,0,0,27.6,0
21.1,20.0,1,1,54.8,1,1,2,0,25.9,0
165.2,24.4,1,2,74.4,2,3,1,2,49.2,0
56.9,31.9,0,3,67.2,5,1,0,0,32.0,0
58.4,10.7,3,0,60.3,4,2,0,0,30.2,0
28.5,21.7,1,1,95.4,4,0,2,0,37.9,0
3.5,15.0,2,0,74.6,5,1,2,0,33.0,0
2.1,13.1,2,0,22.8,6,0,0,1,16.1,0
35.8,28.8,0,1,34.8,6,2,0,3,22.2,0
5.7,26.3,1,2,59.7,10,2,0,0,26.7,0
60.7,25.7,3,1,60.4,4,1,0,3,43.0,0
138.3,28.5,0,1,24.0,4,9,1,0,31.5,0
139.4,20.1,1,0,53.1,5,2,0,3,39.1,0
69.9,20.4,3,1,78.3,5,3,1,1,46.4,0
15.4,36.1,0,2,24.2,3,3,2,0,23.6,0
129.2,21.5,2,0,17.8,5,3,0,0,29.2,0
141.2,27.4,3,0,70.1,3,2,1,3,55.3,1
14.2,23.0,2,1,15.2,7,3,1,0,23.8,0
86.9,11.9,0,1,78.9,9,2,0,0,30.2,0
21.9,10.7,0,1,78.0,2,2,0,0,20.7,0
105.5,19.5,0,1,38.8,3,3,0,0,29.6,0
350.0,29.3,2,1,78.9,6,0,2,0,66.5,1
2.0,27.7,2,0,82.2,3,3,1,1,41.3,0
148.0,28.5,1,2,51.1,6,2,2,2,56.4,1
63.3,17.1,1,0,51.5,2,1,1,0,23.0,0
235.7,32.7,0,0,65.2,9,4,1,1,51.8,0
40.7,17.2,2,1,88.6,3,3,0,1,41.0,0
122.2,24.3,2,2,36.9,3,2,0,0,38.2,0
4.2,22.9,3,2,33.2,6,3,2,0,37.0,0
26.5,22.0,2,1,90.1,3,3,0,1,33.8,0
4.5,31.0,2,0,22.8,3,3,0,0,22.8,0
240.7,18.8,2,0,31.1,4,2,1,0,51.6,0
110.4,14.9,1,0,19.2,2,3,0,0,20.4,0
124.4,23.1,1,2,68.7,3,5,0,0,37.8,0
180.7,20.6,3,2,65.2,3,3,2,0,50.3,0
5.8,38.0,1,3,37.4,4,2,0,0,24.3,0
31.7,27.1,1,0,81.4,3,3,0,0,26.4,0
4.8,20.5,0,1,46.7,9,1,1,0,14.7,0
15.4,16.7,0,1,74.9,5,1,2,0,28.8,0
16.9,11.7,1,1,62.9,3,4,0,2,27.6,0
41.2,16.8,0,1,89.7,4,3,0,2,35.8,0
20.3,23.7,0,2,76.4,5,6,0,0,26.8,0
6.9,31.6,1,0,81.4,2,2,2,3,35.1,0
11.9,29.7,0,0,34.7,4,6,0,0,15.8,0
10.4,24.4,2,0,69.5,3,4,2,2,38.4,0
235.0,21.1,1,0,28.9,4,2,1,0,34.1,0
92.6,24.6,1,0,29.7,4,2,0,0,27.2,0
223.2,19.9,0,0,33.7,4,3,1,0,35.2,0
37.7,33.3,0,0,73.6,4,3,0,0,26.2,0
21.2,21.9,1,1,90.7,5,6,0,0,35.3,0
104.1,22.5,2,2,91.4,3,1,0,0,35.8,0
25.7,9.7,2,2,55.8,2,3,2,1,41.5,0
23.1,21.8,0,0,81.8,8,2,1,1,27.7,0
17.2,28.0,1,0,42.9,4,1,3,0,25.7,0
9.0,16.6,0,0,34.8,4,2,2,0,26.6,0
19.3,18.5,3,3,77.1,6,1,0,0,41.2,0
28.5,27.8,3,1,69.3,3,5,3,2,51.8,0
72.9,14.1,1,0,91.6,7,3,1,2,41.8,0
4.2,29.3,1,2,19.7,3,4,3,1,38.5,0
15.4,19.8,2,0,81.4,4,2,0,0,29.1,0
107.6,20.7,2,2,42.5,4,2,0,3,47.3,0
10.3,16.3,1,0,64.4,2,3,0,1,25.6,0
27.3,25.3,3,0,52.6,5,3,0,0,30.5,0
130.0,37.8,1,1,66.5,3,5,1,1,48.7,0
10.9,27.7,1,2,68.3,6,3,2,1,38.6,0
5.6,17.8,2,2,68.5,7,2,2,1,40.4,0
43.1,29.8,1,1,45.8,9,1,2,0,32.4,0
23.4,21.1,2,0,21.0,3,4,0,0,14.9,0
53.9,31.2,0,1,75.4,4,1,0,0,26.9,0
105.9,27.8,1,3,54.5,6,1,0,2,41.2,0
9.6,8.0,0,1,28.2,7,4,0,1,15.8,0
56.5,17.0,1,2,34.6,3,3,0,1,29.3,0
45.8,28.7,1,1,45.9,6,5,2,1,33.8,0
10.1,23.9,3,1,59.4,2,3,0,0,27.5,0
63.6,16.9,1,1,20.6,2,2,2,0,30.7,0
20.8,19.2,2,1,70.8,5,3,1,0,37.8,0
43.5,11.6,0,2,28.2,3,4,1,2,31.6,0
5.6,22.5,2,1,6.6,3,4,2,1,31.6,0
40.0,36.3,1,1,28.6,5,2,3,0,32.4,0
23.8,27.8,1,0,29.3,5,4,0,1,14.3,0
112.3,36.1,0,0,32.6,6,1,2,2,36.5,0
3.8,28.3,1,3,30.4,8,0,0,1,21.1,0
35.3,29.2,1,0,37.4,6,1,0,0,15.8,0
39.9,34.8,1,2,73.9,6,3,2,0,41.4,0
83.9,25.3,3,1,82.8,6,2,3,0,57.2,1
55.5,21.9,2,2,47.6,4,2,0,0,32.9,0
71.5,29.2,3,3,63.4,6,2,0,2,47.4,0
97.6,31.7,1,1,65.3,5,4,2,0,45.0,0
128.8,20.1,3,2,59.9,8,2,2,0,53.7,0
24.5,18.7,2,0,50.0,5,2,0,0,25.7,0
50.2,23.8,0,1,42.9,4,3,3,2,31.5,0
119.2,28.0,1,2,85.0,3,4,2,1,46.7,0
295.9,27.8,0,0,50.1,4,2,0,0,41.6,0
143.2,14.5,0,1,50.3,6,0,0,0,24.7,0
30.2,34.5,0,2,75.3,7,1,0,1,34.0,0
14.1,19.2,0,2,44.8,8,3,1,0,18.0,0
43.7,21.4,2,0,31.4,9,2,1,3,32.0,0
88.0,17.6,1,1,73.1,8,1,2,0,33.1,0
44.1,38.0,0,0,61.2,3,3,1,0,25.5,0
42.9,24.5,2,1,46.8,4,1,0,2,29.1,0
118.4,17.9,2,1,63.1,3,3,2,2,57.4,1
29.2,28.2,3,1,79.0,6,3,0,0,39.5,0
127.7,27.6,1,1,59.7,7,2,1,2,42.8,0
33.9,21.9,1,0,60.7,6,2,0,0,24.4,0
25.9,28.0,0,0,81.3,4,4,0,0,25.9,0
39.3,18.0,0,0,81.7,2,3,0,1,29.7,0
93.4,20.0,0,1,38.7,12,0,0,2,32.6,0
8.8,10.9,1,2,20.0,2,1,0,0,13.6,0
14.2,15.1,3,0,64.5,6,0,0,0,24.8,0
196.6,33.8,0,0,51.9,5,4,0,1,39.8,0
12.5,32.8,0,1,65.8,4,2,0,1,29.6,0
54.5,23.4,0,1,75.7,5,3,3,3,50.6,0
56.3,33.0,2,0,73.3,4,4,0,0,41.2,0
43.7,22.0,1,0,27.4,5,2,0,0,23.9,0
67.3,21.5,1,0,78.9,3,4,2,1,36.2,0
17.0,23.3,0,0,55.8,2,1,0,1,17.0,0
52.3,22.3,1,0,48.2,3,1,2,3,35.0,0
30.3,21.7,0,0,30.0,1,1,0,0,10.8,0
70.4,29.9,1,1,46.7,10,0,0,0,26.7,0
9.9,23.9,0,1,55.0,2,2,0,1,24.0,0
55.0,27.3,2,0,14.8,5,2,2,1,22.6,0
13.3,29.2,1,1,78.8,7,4,0,0,32.9,0
21.2,25.3,2,1,79.9,5,2,0,1,37.1,0
16.0,17.2,1,3,62.8,3,1,0,0,29.5,0
13.1,14.9,1,0,44.1,10,3,2,0,24.6,0
113.6,23.9,0,1,68.8,7,0,0,0,32.1,0
21.9,22.0,1,1,58.6,3,1,3,1,32.8,0
170.2,23.5,1,0,88.2,1,4,0,2,49.4,0
227.8,22.9,1,2,71.3,2,1,0,0,46.7,0
55.0,38.0,2,1,37.1,3,3,0,0,24.2,0
10.0,15.0,2,1,75.0,3,4,0,2,30.0,0
30.5,11.1,2,0,28.9,3,3,0,0,24.2,0
103.9,25.0,0,0,96.0,7,4,3,0,43.9,0
29.8,20.7,1,1,17.2,5,1,1,0,17.8,0
5.9,24.9,0,0,81.6,8,3,0,0,24.3,0
52.9,26.5,1,1,17.4,5,3,0,1,17.4,0
121.2,30.7,1,0,73.0,6,5,1,1,46.1,0
103.3,14.0,0,1,68.9,6,4,0,0,33.5,0
12.5,19.7,2,1,38.7,7,6,2,0,28.9,0
72.6,25.6,1,0,34.1,1,2,2,0,24.5,0
16.2,27.6,1,1,50.8,6,1,0,0,24.8,0
16.0,36.2,0,1,51.0,3,1,2,3,35.5,0
134.7,28.7,1,0,70.8,7,5,1,0,45.9,0
18.7,22.7,3,0,16.9,6,2,2,0,24.8,0
19.9,17.7,1,0,77.0,3,4,0,0,24.1,0
0.0,19.6,3,0,41.6,2,6,0,1,25.1,0
132.9,19.4,0,3,29.3,5,3,0,3,41.7,0
102.3,26.9,1,1,27.4,6,0,1,0,22.3,0
64.2,24.5,2,0,69.0,2,1,3,0,46.8,0
90.2,15.1,1,0,17.9,4,1,2,0,25.3,0
10.7,20.4,0,0,98.8,6,2,2,1,32.9,0
39.9,28.3,1,1,88.7,8,0,1,0,32.0,0
28.1,25.1,1,0,58.5,4,2,0,0,19.0,0
6.4,26.4,2,1,23.4,3,1,0,1,20.2,0
43.3,25.3,2,0,37.4,7,2,0,0,20.4,0
164.8,32.8,2,2,83.6,2,1,2,1,60.8,1
2.7,24.4,1,0,57.6,4,1,0,0,21.4,0
22.4,20.7,0,1,82.7,1,5,0,2,32.6,0
15.1,17.5,1,1,80.6,5,2,0,0,31.0,0
17.7,24.5,2,1,70.1,6,3,1,1,33.6,0
155.4,8.4,3,2,11.1,11,7,0,0,40.5,0
41.0,21.9,0,1,49.6,2,2,1,1,26.9,0
40.8,21.8,1,1,38.7,3,5,1,1,29.6,0
92.9,14.8,0,1,62.5,7,1,3,1,40.3,0
10.9,17.4,0,3,60.6,4,4,3,0,31.3,0
43.4,27.9,1,1,39.8,5,1,0,0,21.4,0
36.5,24.4,1,2,34.1,6,2,2,0,25.2,0
59.1,23.6,0,0,78.9,0,1,0,0,27.0,0
350.0,24.8,2,1,48.6,6,5,0,2,67.1,1
95.4,23.6,2,2,74.5,4,4,0,1,50.7,0
33.0,30.5,3,0,90.3,5,1,1,2,45.3,0
114.2,23.7,0,3,74.9,5,2,0,0,34.0,0
12.2,14.3,1,0,39.9,3,3,0,0,20.3,0
2.0,32.8,1,2,85.0,2,6,0,1,30.6,0
14.9,25.2,0,1,55.3,5,2,0,2,22.6,0
27.0,19.5,1,0,30.7,1,4,1,3,27.8,0
46.4,15.5,2,2,63.4,5,3,0,0,25.5,0
62.1,25.4,0,0,91.8,4,3,0,1,37.4,0
157.0,22.3,3,0,62.1,2,0,0,1,45.6,0
46.3,32.4,2,0,79.0,6,2,0,2,32.0,0
45.2,20.9,2,1,68.2,4,3,0,1,36.7,0
3.4,18.0,2,3,81.8,8,3,0,0,32.8,0
2.3,28.4,1,0,55.7,3,3,2,1,29.9,0
52.1,28.6,2,1,48.2,8,1,3,0,35.1,0
37.5,24.0,1,0,31.4,5,0,1,3,27.2,0
118.8,27.1,2,1,56.7,1,4,2,0,46.1,0
11.4,22.8,0,0,53.5,1,3,0,0,16.2,0
1.6,24.4,0,0,89.2,5,1,1,1,25.3,0
38.7,30.0,1,0,75.6,5,2,2,0,30.6,0
17.6,26.8,0,1,81.4,8,2,1,1,29.8,0
3.3,22.0,1,2,46.2,5,7,1,0,34.2,0
83.8,31.1,1,1,77.7,3,3,0,3,44.1,0
7.7,8.8,2,0,79.3,4,3,0,1,34.6,0
60.9,35.3,1,1,42.4,4,0,0,1,24.7,0
21.4,12.8,1,2,60.6,3,1,0,1,31.6,0
12.4,19.2,0,0,63.8,4,2,0,0,23.2,0
31.0,22.8,1,0,44.8,5,2,3,0,24.2,0
105.1,22.1,1,0,47.2,5,2,0,0,23.3,0
32.4,29.0,2,1,43.6,6,2,0,1,33.2,0
90.3,16.7,0,1,62.1,4,1,2,1,42.3,0
8.7,24.6,0,1,59.3,5,1,1,2,21.9,0
96.3,19.5,1,0,82.0,4,3,1,1,34.9,0
17.6,24.8,1,0,47.3,2,1,3,0,23.8,0
73.5,22.6,1,3,61.9,3,4,1,2,42.4,0
54.2,23.6,2,0,90.5,5,5,2,1,48.1,0
172.1,19.7,0,2,62.7,3,5,0,0,43.5,0
31.8,19.9,1,1,6.5,6,2,2,2,26.0,0
4.4,24.7,1,0,63.3,3,2,0,2,32.3,0
1.3,28.7,0,1,55.7,5,4,0,1,21.7,0
114.0,19.4,2,3,51.1,2,2,2,2,48.5,0
48.4,17.8,1,1,55.5,2,2,3,0,31.1,0
97.0,26.7,1,2,73.1,9,2,1,2,44.8,0
17.4,22.8,2,0,89.5,4,2,2,2,43.7,0
27.5,28.0,0,1,63.8,5,2,0,1,23.6,0
2.0,17.6,2,2,69.3,5,4,1,1,36.8,0
211.7,12.3,1,2,36.2,4,1,0,0,38.1,0
71.6,19.8,1,1,56.3,7,3,0,0,26.8,0
175.9,18.4,2,1,49.4,3,5,1,2,53.3,0
20.1,22.5,2,0,73.2,5,2,1,0,39.5,0
61.4,19.2,1,0,55.5,5,4,0,0,25.6,0
73.8,27.4,2,0,85.4,7,2,0,1,40.9,0
24.8,21.3,1,0,55.8,4,3,0,0,20.0,0
122.5,23.9,1,0,67.9,4,1,0,1,41.6,0
191.1,23.9,0,0,27.7,3,1,1,3,35.7,0
140.5,24.2,0,3,71.0,5,4,1,0,42.6,0
87.3,22.9,2,1,54.6,8,3,0,0,29.2,0
21.1,26.1,0,1,37.1,3,5,0,1,13.0,0
21.5,18.2,0,3,12.9,2,5,3,1,29.2,0
214.9,31.4,2,0,69.5,6,3,0,3,54.1,0
0.7,21.6,0,1,20.7,7,6,0,0,16.8,0
81.8,15.1,0,1,25.8,2,1,1,0,22.7,0
79.6,24.1,1,0,66.6,10,2,3,2,46.6,0
63.4,17.9,1,1,30.7,2,4,1,1,31.4,0
300.0,27.0,2,0,62.8,3,1,2,1,64.3,1
24.3,36.3,1,0,83.5,4,5,1,2,39.7,0
27.0,18.3,1,0,75.6,4,3,0,0,23.8,0
5.3,25.0,2,2,88.0,7,1,0,0,30.8,0
38.0,12.5,1,1,30.4,3,2,1,2,26.8,0
19.7,25.7,1,1,63.4,4,4,0,0,24.7,0
27.3,17.7,2,1,76.2,1,1,0,1,33.0,0
116.9,19.3,1,0,39.8,5,2,0,0,31.3,0
178.2,16.4,1,1,76.0,3,3,1,1,48.0,0
13.4,27.4,0,1,79.6,6,4,0,0,26.2,0
30.3,29.0,1,0,55.4,5,2,2,0,36.3,0
171.6,23.1,0,1,74.6,3,4,1,0,44.0,0
4.1,17.8,1,0,61.6,2,2,0,0,21.4,0
6.3,32.5,2,0,34.4,4,5,0,0,28.4,0
11.5,18.5,1,2,16.0,5,1,1,0,18.1,0
58.8,10.0,0,1,64.0,5,4,2,0,35.9,0
10.6,25.8,2,1,81.0,5,3,2,0,35.4,0
223.9,16.4,0,1,41.2,7,1,0,0,34.8,0
38.5,28.9,2,0,15.6,3,4,3,1,31.2,0
45.3,20.7,1,1,52.3,6,1,0,0,26.1,0
18.4,26.6,0,1,48.8,8,1,0,2,31.2,0
41.4,31.4,3,1,70.9,6,2,0,0,33.4,0
70.5,15.7,0,3,47.0,5,3,0,2,37.8,0
90.4,19.6,3,3,93.5,6,2,1,0,57.4,1
91.1,22.5,0,1,29.6,3,2,1,0,24.6,0
56.1,32.2,0,2,78.2,2,2,0,1,32.3,0
152.6,19.0,0,1,61.9,5,5,0,1,42.1,0
110.5,19.4,0,1,91.5,2,0,1,1,38.4,0
92.0,25.9,2,0,78.3,4,5,0,0,37.4,0
3.7,19.5,1,1,79.7,3,3,1,0,34.4,0
0.4,23.9,2,2,57.3,5,4,2,0,35.9,0
15.5,13.7,0,2,90.4,5,3,2,0,36.1,0
70.8,36.3,1,2,61.7,3,4,1,0,32.4,0
34.4,14.9,1,0,24.7,4,6,0,2,24.7,0
33.5,21.1,1,0,79.1,4,5,0,3,31.7,0
140.4,22.8,1,0,37.1,3,2,0,0,29.0,0
146.8,34.5,1,0,59.0,3,7,3,2,48.1,0
155.9,15.1,0,1,93.8,5,5,0,1,39.0,0
24.5,34.9,2,0,33.7,4,2,3,0,24.7,0
76.3,27.5,2,1,25.3,3,2,2,1,37.2,0
20.6,25.5,1,1,75.2,2,1,2,0,27.9,0
13.7,17.1,0,0,30.4,1,5,1,1,18.3,0
13.3,26.4,0,0,79.8,8,3,0,0,20.3,0
27.2,18.7,1,2,17.4,4,1,0,2,24.2,0
36.5,30.6,0,0,21.2,7,1,0,1,6.7,0
115.5,17.2,0,0,61.7,13,2,0,1,32.5,0
8.3,22.3,2,2,48.6,3,0,0,2,27.9,0
86.3,19.7,1,3,33.5,4,2,1,1,38.6,0
49.3,17.1,1,1,48.5,5,1,0,0,26.0,0
22.1,27.4,0,0,49.4,5,1,0,1,8.8,0
44.1,26.2,3,0,66.6,7,1,1,2,46.3,0
23.2,30.3,0,3,83.6,2,3,2,2,45.8,0
58.9,12.3,2,2,26.9,2,3,1,0,32.7,0
37.0,29.4,3,1,37.8,8,1,1,0,26.9,0
11.7,38.0,2,0,63.6,7,1,0,1,29.8,0
8.1,20.3,3,0,38.1,4,4,1,3,39.8,0
51.4,34.4,1,0,71.9,5,3,0,0,26.8,0
151.3,21.4,0,1,31.3,4,5,1,1,39.8,0
27.4,14.8,0,0,64.4,5,2,0,0,26.0,0
85.8,21.2,0,3,35.3,2,5,1,2,35.4,0
69.9,29.3,0,0,44.6,2,2,0,1,17.6,0
174.3,18.0,1,1,33.0,4,5,0,0,35.8,0
111.8,19.4,0,0,57.2,0,8,0,2,38.1,0
54.3,26.6,2,1,43.8,8,2,1,0,32.4,0
69.6,23.0,1,0,35.2,7,1,0,0,17.4,0
148.6,26.5,1,2,85.9,4,4,0,1,53.3,0
33.2,24.4,3,1,65.4,3,0,1,0,34.3,0
25.7,25.9,0,0,61.4,8,4,0,1,26.5,0
0.7,20.4,2,2,25.0,2,1,0,1,24.6,0
113.9,24.4,2,1,39.9,4,3,0,1,35.9,0
104.9,17.4,0,2,65.2,6,1,3,0,43.6,0
7.2,30.7,1,2,70.4,1,3,0,0,33.7,0
55.9,19.2,1,2,18.4,2,3,2,1,34.6,0
40.5,29.8,2,0,42.9,4,0,1,0,18.8,0
8.2,21.6,1,0,53.4,3,4,0,0,19.8,0
256.2,24.2,1,3,52.4,3,1,2,0,53.0,0
15.7,20.0,2,1,59.3,2,4,0,0,33.2,0
4.5,16.9,0,0,38.9,1,2,1,2,19.2,0
58.7,12.5,2,2,54.7,4,2,1,0,35.5,0
87.3,16.7,2,0,89.7,5,2,1,1,38.3,0
2.1,21.1,2,1,52.3,3,3,0,0,37.2,0
69.9,24.3,2,2,64.2,5,2,0,1,39.2,0
49.4,29.1,1,2,59.1,4,1,2,3,41.8,0
7.1,20.3,3,0,47.4,3,1,0,0,18.1,0
12.3,17.7,1,1,59.2,5,4,1,0,29.0,0
54.6,14.3,1,1,63.9,4,4,0,0,29.6,0
22.8,25.9,0,1,60.1,6,1,0,2,25.4,0
181.1,31.3,3,0,32.7,2,1,0,0,32.7,0
111.0,30.6,2,1,59.2,6,6,0,0,34.5,0
267.1,27.3,2,1,21.1,4,1,0,0,50.3,0
19.5,26.8,0,1,46.4,5,4,2,2,26.5,0
227.3,33.2,2,2,74.7,8,3,2,1,67.3,1
36.7,25.0,2,1,63.4,8,1,0,1,31.8,0
27.8,26.9,1,0,83.3,1,4,0,0,31.7,0
3.4,21.1,0,1,45.3,7,4,3,3,36.7,0
3.5,14.8,1,2,63.0,3,2,1,0,28.3,0
76.5,18.9,0,0,60.3,5,0,0,0,21.9,0
39.8,22.9,1,1,30.7,2,1,0,0,15.0,0
16.7,23.4,0,0,60.4,5,3,1,1,19.7,0
61.9,34.6,0,0,41.4,6,1,1,0,19.7,0
18.9,23.5,0,2,43.1,7,1,2,0,19.0,0
56.0,30.1,0,2,9.0,6,2,2,0,14.2,0
28.9,20.4,0,1,60.3,3,2,3,0,30.8,0
112.8,21.1,3,1,91.1,4,4,1,1,54.0,0
111.7,15.0,1,2,56.4,5,3,0,0,39.6,0
42.2,18.5,1,3,90.6,3,3,0,0,40.7,0
28.1,26.2,1,1,41.8,5,3,0,0,24.2,0
29.3,23.0,1,1,70.1,2,0,0,0,25.9,0
106.5,28.7,3,1,78.3,1,2,1,0,43.1,0
25.9,24.1,0,0,74.2,3,2,0,0,22.3,0
15.2,20.9,0,1,23.0,3,2,2,2,21.0,0
5.8,35.9,3,2,62.1,4,3,0,0,36.3,0
40.9,22.4,1,2,68.4,9,3,0,0,43.3,0
42.8,30.0,0,2,75.3,9,2,1,0,22.6,0
119.5,20.6,0,0,26.3,7,2,3,0,34.4,0
16.3,27.3,0,1,55.6,5,2,1,2,27.6,0
31.2,28.6,3,0,37.5,5,1,0,1,25.4,0
107.4,24.3,0,0,46.5,3,3,0,1,29.7,0
112.8,8.9,3,2,61.4,4,6,2,1,51.8,0
31.6,23.1,3,1,90.1,2,5,2,0,56.0,1
39.9,30.4,1,2,38.6,4,2,0,0,27.9,0
23.5,26.2,0,0,71.5,2,1,0,1,18.7,0
175.3,25.7,0,1,73.3,5,0,1,0,31.7,0
8.2,12.7,1,1,70.8,5,1,1,0,24.7,0
176.4,18.7,1,0,3.3,3,1,0,3,38.0,0
74.9,25.5,1,0,58.2,6,2,1,1,40.7,0
49.3,25.5,1,0,20.7,5,4,1,1,23.7,0
2.2,30.3,3,1,96.6,6,1,0,0,39.6,0
42.0,22.1,1,3,77.5,5,4,0,0,34.7,0
34.0,25.4,1,2,83.3,3,4,0,1,35.2,0
11.4,23.1,2,3,65.6,5,1,1,0,31.7,0
69.4,17.1,0,2,33.0,5,0,0,0,25.4,0
230.5,9.5,0,2,31.6,4,3,0,2,40.8,0
53.7,25.6,0,1,28.9,4,2,2,0,25.0,0
81.5,24.0,0,1,89.6,5,2,0,0,32.7,0
